0	10160	4.9340477
0	10677	4.6463614
0	538	4.641374
0	11853	4.5668893
0	11226	4.5207553
0	7021	4.5140295
0	10953	4.5123186
0	4926	4.431019
0	445	4.3303523
0	2846	4.257219
0	4267	4.2427154
0	288	4.2186794
0	5842	4.1313305
0	13318	4.130087
0	7918	4.0201426
0	8532	3.9264197
0	2319	3.9001567
0	4871	3.8705912
0	4169	3.8488312
0	2321	3.838879
1	5589	4.1993704
1	15137	4.186005
1	13275	4.109044
1	12484	3.816986
1	1817	3.782742
1	14466	3.6550317
1	15836	3.624311
1	365	3.5978186
1	16922	3.594099
1	13517	3.498853
1	1798	3.4960146
1	16746	3.466537
1	942	3.420427
1	490	3.3693182
1	16070	3.3632872
1	13054	3.3322005
1	15422	3.3120787
1	10429	3.1323273
1	16608	3.1323273
1	1855	3.0928833
2	10050	1.4485768
2	1952	1.2303877
2	3885	1.1649396
2	10390	1.1267414
2	3013	1.0954884
2	6469	1.0477232
2	3811	1.0056956
2	701	0.96972644
2	13285	0.9639385
2	4348	0.94639367
2	15319	0.9338182
2	3960	0.9268796
2	5777	0.9190786
2	14718	0.8858302
2	1375	0.88092303
2	5801	0.8602035
2	9891	0.8555058
2	11078	0.8551926
2	4436	0.8505384
2	681	0.8504461
3	2297	0.96955544
3	4963	0.8125633
3	8096	0.7216878
3	773	0.7148064
3	7885	0.70710677
3	5571	0.6741998
3	6632	0.6741998
3	5236	0.664294
3	3051	0.6471491
3	7976	0.6324555
3	8062	0.6324555
3	7815	0.6324555
3	5383	0.6274929
3	1492	0.6264776
3	1396	0.6158677
3	5222	0.6154575
3	5068	0.6154575
3	6885	0.6154575
3	5220	0.6154575
3	6236	0.6154575
4	4805	1.2561975
4	5472	1.1886349
4	5480	1.0740392
4	7869	1.0489339
4	5024	0.9960969
4	5254	0.9914472
4	1308	0.9775209
4	5346	0.9706495
4	7264	0.93836886
4	5032	0.9258424
4	5473	0.92082036
4	5499	0.92082036
4	8847	0.91669965
4	1293	0.88595617
4	6206	0.8804554
4	1270	0.8777119
4	4859	0.8743181
4	7674	0.8712935
4	7960	0.8651383
4	1501	0.84780145
5	1799	3.0247688
5	7162	2.9333346
5	5074	2.737606
5	1099	2.6767983
5	7160	2.4113214
5	7167	2.3363245
5	3552	2.2205937
5	7166	2.1551998
5	3603	2.1393936
5	2672	2.075057
5	3092	2.0462406
5	10660	1.8174499
5	1736	1.78262
5	2343	1.7087362
5	3658	1.688668
5	284	1.6495353
5	437	1.6327409
5	5134	1.5965092
5	1360	1.5953672
5	7164	1.5664212
6	7501	1.2416195
6	7491	1.1912304
6	7494	1.1125591
6	7511	1.1038331
6	5751	1.0509571
6	7719	1.0191271
6	7495	0.9400046
6	7500	0.92282593
6	7498	0.9035578
6	7496	0.8581989
6	7497	0.7872983
6	7149	0.76842284
6	7720	0.7187018
6	14942	0.68306446
6	7544	0.65819883
6	6646	0.65819883
6	4661	0.5868175
6	7493	0.5203519
6	1508	0.5045495
6	9880	0.5017774
7	8815	1.1165715
7	14154	0.8663739
7	15643	0.85454875
7	8790	0.8384218
7	1651	0.83060557
7	8309	0.8104186
7	3209	0.8020301
7	15636	0.7916311
7	12792	0.78082776
7	3210	0.78082776
7	14518	0.77092385
7	907	0.7604238
7	4526	0.7552848
7	1662	0.74635696
7	8745	0.7418741
7	40	0.73617154
7	1585	0.7287617
7	16163	0.7221583
7	11176	0.7145824
7	4169	0.7145824
8	4397	10.403233
8	4903	9.178409
8	6956	8.058309
8	5138	8.058309
8	6364	7.6548376
8	4862	6.4444714
8	8811	6.348077
8	8587	6.0506096
8	3082	3.6617987
8	6279	3.2422302
8	7280	3.0415454
8	9350	3.0003433
8	8451	2.9049969
8	10981	2.9049969
8	14645	2.6518874
8	801	2.533272
8	3370	2.4551704
8	6264	2.4508955
8	4909	2.4216013
8	3335	2.2966013
9	8722	1.6641647
9	13867	1.4278103
9	12650	1.3536812
9	6629	1.2886751
9	7588	1.251447
9	2438	1.2072685
9	4430	1.1976964
9	14002	1.1762457
9	10994	1.1380599
9	407	1.0958287
9	1814	1.0677996
9	13510	1.0170991
9	6608	0.99554914
9	14003	0.9866446
9	8808	0.980128
9	14452	0.93589187
9	5854	0.9135738
9	8223	0.91333544
9	10933	0.90626866
9	7056	0.90335524
10	8006	2.9909613
10	3660	2.530059
10	4780	2.3500085
10	5007	2.3106253
10	2853	2.2149582
10	6393	2.083966
10	5766	2.0241597
10	2768	2.007252
10	9369	1.8945673
10	6394	1.8670754
10	4781	1.8553946
10	5040	1.835301
10	4778	1.8016263
10	5217	1.7992853
10	13487	1.7792773
10	1044	1.774501
10	3076	1.7712219
10	3684	1.7678903
10	3468	1.6345081
10	3662	1.5850776
11	7583	3.7950957
11	1136	3.6654613
11	8067	3.4397342
11	6431	3.144923
11	4638	3.0596213
11	6590	3.057465
11	7682	3.0216565
11	4551	3.0047407
11	3180	2.9459794
11	4004	2.938867
11	12877	2.9064074
11	1929	2.8047714
11	1403	2.7703712
11	9233	2.6758783
11	4007	2.6651583
11	3625	2.5975878
11	211	2.588095
11	2107	2.5631673
11	701	2.5415287
11	4011	2.5247834
12	5948	2.6703396
12	5797	2.1441007
12	6935	2.1379511
12	12472	2.0348232
12	14332	2.0156386
12	8073	1.9948456
12	945	1.9077499
12	1148	1.694135
12	7828	1.694135
12	3730	1.6685153
12	15472	1.6648375
12	8309	1.6211383
12	11514	1.5864464
12	6881	1.5250089
12	3357	1.5190141
12	6578	1.4865007
12	6029	1.4550569
12	3826	1.4018859
12	12449	1.3807125
12	407	1.3796989
13	4550	1.2269555
13	4010	1.1667453
13	6431	1.1601148
13	6590	1.1281656
13	3866	1.1137996
13	2536	1.090423
13	11129	1.0206141
13	3052	0.9830062
13	4551	0.96611357
13	2434	0.9657645
13	3678	0.9534557
13	3179	0.9353519
13	7671	0.908251
13	796	0.9042808
13	1136	0.89226204
13	3625	0.8916249
13	13948	0.885504
13	8067	0.858396
13	4605	0.8321916
13	9648	0.82526493
14	15303	0.93071353
14	7370	0.8815888
14	3241	0.84505576
14	4847	0.8190846
14	2124	0.77184427
14	15040	0.7599244
14	5170	0.7316003
14	7272	0.7216878
14	4128	0.67845917
14	12497	0.6682832
14	16113	0.6581139
14	5605	0.6379061
14	4078	0.6012044
14	3339	0.59862053
14	5802	0.5622692
14	1469	0.55857706
14	3234	0.55438405
14	3408	0.530864
14	2483	0.53072953
14	3766	0.52477175
15	15001	0.885455
15	16053	0.8662287
15	16052	0.8562008
15	14253	0.81349367
15	11940	0.81324136
15	15612	0.80830616
15	15836	0.80471015
15	8837	0.8017345
15	16060	0.78766185
15	6159	0.78766185
15	16055	0.78402734
15	15425	0.7597751
15	6186	0.7433647
15	14476	0.7386578
15	5589	0.7237063
15	14032	0.70412153
15	13889	0.70001364
15	15458	0.6924473
15	15422	0.6899648
15	15325	0.68748486
16	4399	2.5712695
16	5850	2.3601155
16	4682	2.188327
16	12481	2.1280398
16	16184	2.0439897
16	15732	2.0169187
16	5851	2.0033658
16	8313	1.9094362
16	3656	1.8391869
16	5199	1.8319639
16	9070	1.7811371
16	6564	1.7598147
16	14849	1.7222968
16	6913	1.7183701
16	5849	1.7061427
16	3176	1.7002558
16	12088	1.6935886
